
INVOICE;Исходный
"Код страны поставщика";УНП поставщика;Код филиала для поставщика;Наименование поставщика;ИМНС поставщика;Статус поставщика;ФИО подписавшего ЭСЧФ поставщика;Код страны получателя;УНП получателя;Код филиала для получателя;Наименование получателя;ИМНС получателя;Статус получателя;ФИО подписавшего ЭСЧФ получателя;№ ЭСЧФ;К ЭСЧФ;Тип ЭСЧФ;Статус ЭСЧФ;Дата выставления;Дата совершения;Дата подписания получателем;Дата аннулирования;Регистрационный номер выпуска товаров (поставщик);Дата выпуска товаров (поставщик);Дата разрешения на убытие товаров (поставщик);Реквизиты заявления о ввозе товаров и уплате косвенных налогов – номер (поставщик);Реквизиты заявления о ввозе товаров и уплате косвенных налогов – дата (поставщик);Регистрационный номер выпуска товаров (получатель);Реквизиты заявления о ввозе товаров и уплате косвенных налогов – номер (получатель);Реквизиты заявления о ввозе товаров и уплате косвенных налогов – дата (получатель);Дата ввоза товаров (получатель);Договор;Дата договора;Вид документа;Наименование документа;Код формы;Серия;Номер;Дата документа;Cумма без НДС;Cумма акциза;Сумма НДС;Стоимость с НДС
112;100296916;;РИВШ;105;Продавец;Кардаш Елена Леонидовна;112;100588821;;"""ЭРТЕКС"" НПООО";105;Покупатель;" ";100296916-2018-0000001838;;Исходный;Выставлен;06-03-2018;01-02-2018;;;"""""";;;"""""";;"""""";"""""";;;"""52-072""";15.01.2018;Акт;Акт;;;"""52-072""";2018-02-01;125,0;0,0;0,000;125,000
112;100296916;;РИВШ;105;Продавец;Кардаш Елена Леонидовна;112;100588821;;"""ЭРТЕКС"" НПООО";105;Покупатель;" ";100296916-2018-0000001839;;Исходный;Выставлен;06-03-2018;01-02-2018;;;"""""";;;"""""";;"""""";"""""";;;"""66-072""";16.01.2018;Акт;Акт;;;"""66-072""";2018-02-01;250,0;0,0;0,000;250,000
112;101528843;;"Унитарное предприятие ""Велком""";111;Продавец;Бабич Алеся Ивановна;112;100588821;;"НП ООО ""Эртекс""";105;Покупатель;" ";101528843-2018-9910123608;;Исходный;Выставлен. Подписан получателем;06-02-2018;31-01-2018;12-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""104302775""";30.09.2008;Акт;;;;"""2018020392016513""";2018-01-31;93,64;0,0;23,410;117,050
112;102347252;"     ";"Завод металлоконструкций ОАО ""Трест №15""Спецстрой""";105;Посредник;Римашевский Игорь Леонидович;112;100588821;"     ";"НП ООО ""Эртекс""";105;Потребитель;" ";102347252-2018-0000000307;;Исходный;Выставлен. Подписан получателем;14-02-2018;31-01-2018;02-03-2018;;"""""";;;"""""";;"""""";"""""";;;"""57-04/09""";01.07.2009;Акт;;;;"""У-000071""";2018-01-31;9622,64;0,0;1924,530;11547,170
112;102347252;"     ";"Завод металлоконструкций ОАО ""Трест №15""Спецстрой""";105;Посредник;Римашевский Игорь Леонидович;112;100588821;"     ";"НП ООО ""Эртекс""";105;Потребитель;" ";102347252-2018-0000000322;;Исходный;Выставлен. Подписан получателем;14-02-2018;31-01-2018;02-03-2018;;"""""";;;"""""";;"""""";"""""";;;"""06-02/2016""";01.04.2016;Акт;;;;"""У-000088""";2018-01-31;95,84;0,0;19,170;115,010
112;190583381;"     ";"РУП  ""Белоруснефть-Минскавтозаправка""";104;Продавец;Домашенко Наталья Леонидовна;112;100588821;"     ";"НП ООО ""ЭРТЕКС""";105;Покупатель;" ";190583381-2018-1800007303;;Исходный;Выставлен. Подписан получателем;06-02-2018;31-01-2018;02-03-2018;;"""""";;;"""""";;"""""";"""""";;;"""6505756""";09.12.2014;Другое;НТУ-АЗС;;;"""6505756/31-01-2018""";2018-01-31;127,87;0,0;25,580;153,450
643;7811458041;"     ";ООО НПК Магниты и системы;;Иностранная организация;Жихар Александр Иванович;112;100588821;"     ";"НП ООО ""Эртекс"", РБ";105;Покупатель;" ";100588821-2018-0000000081;;Исходный;Выставлен. Подписан получателем;19-02-2018;31-01-2018;19-02-2018;;"""""";;;"""""";;"""""";"""2""";31-01-2018;23-01-2018;"""22/РБ""";28.11.2017;CMR-накладная;;;;"""бн""";2018-01-22;138,04;0,0;27,610;138,040
643;7811458041;"     ";ООО НПК Магниты и системы;;Иностранная организация;Жихар Александр Иванович;112;100588821;"     ";"НП ООО ""Эртекс"", РБ";105;Покупатель;" ";100588821-2018-0000000080;;Исходный;Выставлен. Подписан получателем;19-02-2018;31-01-2018;19-02-2018;;"""""";;;"""""";;"""""";"""1""";31-01-2018;17-01-2018;"""28/РБ""";10.01.2018;CMR-накладная;;;;"""бн""";2018-01-16;1832,73;0,0;366,540;1832,730
112;102347252;"     ";"Завод металлоконструкций ОАО ""Трест №15""Спецстрой""";105;Посредник;Римашевский Игорь Леонидович;112;100588821;"     ";"НП ООО ""Эртекс""";105;Потребитель;" ";102347252-2018-0000000309;;Исходный;Выставлен. Подписан получателем;14-02-2018;31-01-2018;02-03-2018;;"""""";;;"""""";;"""""";"""""";;;"""06-02/2016""";01.04.2016;Акт;;;;"""У-000079""";2018-01-31;3,53;0,0;0,880;4,410
112;101528828;"     ";"ООО ""ЮрСпектр""";107;Продавец;Гордейчик Надежда Николаевна;112;100588821;"     ";"Научно-производственное общество с ограниченной ответственностью ""Эртекс""";105;Покупатель;" ";101528828-2018-0000026160;;Исходный;Выставлен. Подписан получателем;06-02-2018;31-01-2018;12-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""1339/ilex""";22.08.2016;Акт;;;;"""4123""";2018-01-31;0,5;0,0;0,100;0,600
112;101015738;;"РУП ""Белпочта""";103;Продавец;Уварова Жанна Николаевна;112;100588821;;НП ООО ЭРТЕКС;105;Покупатель;" ";101015738-2018-0000100891;;Исходный;Выставлен. Подписан получателем;06-02-2018;31-01-2018;12-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""3333      """;08.01.2018;Другое;Заказ по вед. подписке;;;"""2655570""";2018-01-09;0,91;0,0;0,180;1,090
112;100011286;;"УП ""Экорес"" РБ";102;Продавец;Казакова Алеся Николаевна;112;100588821;;"Научно-производственное общество с ограниченоой ответственностью ""Эртекс""";105;Покупатель;" ";100011286-2018-9615753277;;Исходный;Выставлен. Подписан получателем;07-02-2018;31-01-2018;12-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""2714-у""";01.01.2016;Счет-фактура;;;;"""2714""";2018-01-31;11,55;0,0;2,310;13,860
112;102347252;"     ";"Завод металлоконструкций ОАО ""Трест №15""Спецстрой""";105;Продавец;Римашевский Игорь Леонидович;112;100588821;"     ";"НП ООО ""Эртекс""";105;Покупатель;" ";102347252-2018-0000000224;;Исходный;Выставлен. Подписан получателем;07-02-2018;31-01-2018;12-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""61""";01.04.2010;Акт;;;;"""У-000002""";2018-01-31;53,08;0,0;10,620;63,700
112;102347252;"     ";"Завод металлоконструкций ОАО ""Трест №15""Спецстрой""";105;Продавец;Римашевский Игорь Леонидович;112;100588821;"     ";"НП ООО ""Эртекс""";105;Покупатель;" ";102347252-2018-0000000244;;Исходный;Выставлен. Подписан получателем;07-02-2018;31-01-2018;12-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""06-02/2016""";01.04.2016;Акт;;;;"""У-000017""";2018-01-31;4763,68;0,0;952,740;5716,420
112;101015738;;"РУП ""Белпочта""";103;Продавец;Уварова Жанна Николаевна;112;100588821;;НП ООО ЭРТЕКС;105;Покупатель;" ";101015738-2018-0000111098;;Исходный;Выставлен. Подписан получателем;08-02-2018;31-01-2018;12-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""3333      """;08.01.2018;Другое;Заказ по вед. подписке;;;"""265557""";2018-01-10;3,1;0,0;0,650;3,750
112;190121174;"     ";"ОАО ""БелГрузМагистраль""";105;Продавец;Лисовец Лариса Николаевна;112;100588821;"     ";ЭРТЕКС НП ООО;105;Покупатель;" ";190121174-2018-0000001812;;Исходный;Выставлен. Подписан получателем;09-02-2018;31-01-2018;12-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""Договор № 100М10""";11.11.2010;Акт выполненных работ;Акт выполненных работ;;;"""00000001004""";2018-01-31;5,0;0,0;1,000;6,000
112;190121174;"     ";"ОАО ""БелГрузМагистраль""";105;Продавец;Лисовец Лариса Николаевна;112;100588821;"     ";ЭРТЕКС НП ООО;105;Покупатель;" ";190121174-2018-0000001892;;Исходный;Выставлен. Подписан получателем;09-02-2018;31-01-2018;12-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""Договор № 100Т10""";11.11.2010;Акт выполненных работ;Акт выполненных работ;;;"""00000001085""";2018-01-31;1,98;0,0;0,400;2,380
112;101007741;;"РУП ""БЕЛТЕЛЕКОМ""";111;Продавец;Зеленина Диана Викторовна;112;100588821;"     ";"НП ООО ""ЭРТЕКС""";105;Покупатель;" ";101007741-2018-9702002226;;Исходный;Выставлен. Подписан получателем;09-02-2018;31-01-2018;12-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""17040192228""";19.04.2016;Счет-фактура;Счёт-фактура;;;"""1022655""";2018-02-12;16,34;0,0;4,080;20,420
112;102302797;;"ФИЛИАЛ МГТС РУП ""БЕЛТЕЛЕКОМ""";104;Продавец;Ухтинская Светлана Сергеевна;112;100588821;"     ";"НП ООО ""ЭРТЕКС""";105;Покупатель;" ";102302797-2018-9702002428;;Исходный;Выставлен. Подписан получателем;09-02-2018;31-01-2018;12-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""17040192228""";19.04.2016;Счет-фактура;Счёт-фактура;;;"""1022655""";2018-02-12;25,21;0,0;6,310;31,520
112;102347252;"     ";"Завод металлоконструкций ОАО ""Трест №15""Спецстрой""";105;Посредник;Римашевский Игорь Леонидович;112;100588821;"     ";"НП ООО ""Эртекс""";105;Потребитель;" ";102347252-2018-0000000287;;Исходный;Выставлен. Подписан получателем;12-02-2018;31-01-2018;12-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""57-04/09""";01.07.2009;Акт;;;;"""У-000057""";2018-01-31;134,22;0,0;26,840;161,060
112;191307958;"     ";"Совместное общество с ограниченной ответственностью ""РЕМОНДИС Минск""";103;Продавец;Дивиченко Наталья Валерьевна;112;100588821;"     ";"Научно-производственное ООО ""ЭРТЕКС""";105;Покупатель;" ";191307958-2018-0000038302;;Исходный;Выставлен. Подписан получателем;09-02-2018;31-01-2018;02-03-2018;;"""""";;;"""""";;"""""";"""""";;;"""2714""";01.01.2014;Счет-фактура;Счет-фактура;;;"""2714/01/2018""";2018-01-31;30,82;0,0;6,160;36,980
112;101015738;;"РУП ""Белпочта""";103;Комиссионер;Уварова Жанна Николаевна;112;100588821;;НП ООО ЭРТЕКС;105;Покупатель;" ";101015738-2018-0000134130;;Исходный;Выставлен. Подписан получателем;09-02-2018;31-01-2018;12-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""3333      """;08.01.2018;Другое;Заказ по вед. подписке;;;"""2655570""";2018-01-09;8,9;0,0;1,780;10,680
112;102347252;"     ";"Завод металлоконструкций ОАО ""Трест №15""Спецстрой""";105;Продавец;Римашевский Игорь Леонидович;112;100588821;"     ";"НП ООО ""Эртекс""";105;Покупатель;" ";102347252-2018-0000000264;;Исходный;Выставлен. Подписан получателем;08-02-2018;31-01-2018;12-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""06-02/2016""";01.04.2016;Акт;;;;"""У-000037""";2018-01-31;1071,04;0,0;214,210;1285,250
112;100049068;;"ООО ""Белсотра""";108;Продавец;Сахарная Валентина Леонардовна;112;100588821;;"НП ООО ""Эртекс""";105;Покупатель;" ";100049068-2018-0000180875;;Исходный;Выставлен. Подписан получателем;02-02-2018;31-01-2018;05-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""16/1202-18""";26.01.2018;Акт выполненных работ;Акт выполненных работ;;;"""06/06215""";2018-01-31;23,29;0,0;4,660;27,950
112;191006598;;"ООО ""Внешевросервис""";111;Продавец;Овсянникова Татьяна Эдуардовна;112;100588821;;"Научно-производственное общество с ограниченной ответственностью ""Эртекс"" (НП ООО ""Эртекс"")";105;Покупатель;" ";191006598-2018-0000010023;;Исходный;Выставлен. Подписан получателем;05-02-2018;30-01-2018;05-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""ТА-0600/0000328-13-1240""";18.07.2013;Акт выполненных работ;Акт выполненных работ;;;"""00000005821""";2018-01-30;141,0;0,0;28,200;169,200
156;;"     ";ZHENGZH0UBAODE ABRASIVES CO. LTD;;Иностранная организация;Жихар Александр Иванович;112;100588821;"     ";"НП ООО ""Эртекс"", РБ";105;Покупатель;" ";100588821-2018-0000000078;;Исходный;Выставлен. Подписан получателем;12-02-2018;30-01-2018;12-02-2018;;"""""";;;"""""";;"""06533/82003944""";"""""";;;"""2/13-I""";02.09.2017;Invoice (счет);;;;"""BD201712118""";2018-01-12;2828,29;0,0;565,660;0,000
112;190501052;"     ";"ООО ""БЕЛХИМСЕТЬ""";112;Продавец;Грушецкая Ирина Святославовна;112;100588821;"     ";"НП ООО ""Эртекс""";105;Покупатель;" ";190501052-2018-0000000459;;Исходный;Выставлен. Подписан получателем;02-02-2018;24-01-2018;05-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""405/19""";22.01.2018;ТТН-1;ТТН-1 (ПЭВМ);402961;ЮХ;"""4428522""";2018-01-24;229,25;0,0;45,850;275,100
112;191006598;;"ООО ""Внешевросервис""";111;Продавец;Овсянникова Татьяна Эдуардовна;112;100588821;;"Научно-производственное общество с ограниченной ответственностью ""Эртекс"" (НП ООО ""Эртекс"")";105;Покупатель;" ";191006598-2018-0000008546;;Исходный;Выставлен. Подписан получателем;02-02-2018;24-01-2018;05-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""ТА-0600/0000328-13-1240""";18.07.2013;Акт выполненных работ;Акт выполненных работ;;;"""00000004185""";2018-01-24;23,9;0,0;4,780;28,680
112;191006598;;"ООО ""Внешевросервис""";111;Продавец;Овсянникова Татьяна Эдуардовна;112;100588821;;"Научно-производственное общество с ограниченной ответственностью ""Эртекс"" (НП ООО ""Эртекс"")";105;Покупатель;" ";191006598-2018-0000008365;;Исходный;Выставлен. Подписан получателем;02-02-2018;23-01-2018;05-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""ТА-0600/0000328-13-1240""";18.07.2013;Акт выполненных работ;Акт выполненных работ;;;"""00000003965""";2018-01-23;23,9;0,0;4,780;28,680
112;191006598;;"ООО ""Внешевросервис""";111;Продавец;Овсянникова Татьяна Эдуардовна;112;100588821;;"Научно-производственное общество с ограниченной ответственностью ""Эртекс"" (НП ООО ""Эртекс"")";105;Покупатель;" ";191006598-2018-0000008367;;Исходный;Выставлен. Подписан получателем;02-02-2018;23-01-2018;05-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""ТА-0600/0000328-13-1240""";18.07.2013;Акт выполненных работ;Акт выполненных работ;;;"""00000003967""";2018-01-23;23,9;0,0;4,780;28,680
112;191006598;;"ООО ""Внешевросервис""";111;Продавец;Овсянникова Татьяна Эдуардовна;112;100588821;;"Научно-производственное общество с ограниченной ответственностью ""Эртекс"" (НП ООО ""Эртекс"")";105;Покупатель;" ";191006598-2018-0000008366;;Исходный;Выставлен. Подписан получателем;02-02-2018;23-01-2018;05-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""ТА-0600/0000328-13-1240""";18.07.2013;Акт выполненных работ;Акт выполненных работ;;;"""00000003966""";2018-01-23;23,9;0,0;4,780;28,680
112;191006598;;"ООО ""Внешевросервис""";111;Продавец;Овсянникова Татьяна Эдуардовна;112;100588821;;"Научно-производственное общество с ограниченной ответственностью ""Эртекс"" (НП ООО ""Эртекс"")";105;Покупатель;" ";191006598-2018-0000007523;;Исходный;Выставлен. Подписан получателем;31-01-2018;19-01-2018;05-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""ТА-0600/0000328-13-1240""";18.07.2013;Акт выполненных работ;Акт выполненных работ;;;"""00000003008""";2018-01-19;23,9;0,0;4,780;28,680
112;100005713;;"ООО ""ОМА""";102;Продавец;Иодо Анжелика Александровна;112;100588821;;"НП ООО ""Эртекс""";105;Покупатель;" ";100005713-2018-0000037841;;Исходный;Выставлен. Подписан получателем;07-02-2018;16-01-2018;12-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""999-0000011353/ДСП""";16.01.2018;ТН-2;ТН-2;401951;ЖС;"""1299782""";2018-01-16;8,46;0,0;1,690;10,150
112;191006598;;"ООО ""Внешевросервис""";111;Продавец;Овсянникова Татьяна Эдуардовна;112;100588821;;"Научно-производственное общество с ограниченной ответственностью ""Эртекс"" (НП ООО ""Эртекс"")";105;Покупатель;" ";191006598-2018-0000006365;;Исходный;Выставлен. Подписан получателем;25-01-2018;11-01-2018;05-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""ТА-0600/0000328-13-1240""";18.07.2013;Акт выполненных работ;Акт выполненных работ;;;"""00000001769""";2018-01-11;23,9;0,0;4,780;28,680
112;191006598;;"ООО ""Внешевросервис""";111;Продавец;Овсянникова Татьяна Эдуардовна;112;100588821;;"Научно-производственное общество с ограниченной ответственностью ""Эртекс"" (НП ООО ""Эртекс"")";105;Покупатель;" ";191006598-2018-0000006169;;Исходный;Выставлен. Подписан получателем;25-01-2018;10-01-2018;05-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""ТА-0600/0000328-13-1240""";18.07.2013;Акт выполненных работ;Акт выполненных работ;;;"""00000001544""";2018-01-10;141,0;0,0;28,200;169,200
112;192780375;"     ";"Общество с ограниченной ответственностью ""М-Текстиль""";102;Продавец;Моклый Дмитрий Александрович;112;100588821;"     ";"Научно-производственное  общество с ограниченной ответственностью ""Эртекс""";105;Покупатель;" ";192780375-2018-0000000144;;Исходный;Выставлен. Подписан получателем;18-01-2018;09-01-2018;05-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""Т-000069""";08.01.2018;ТТН-1;;402961;ЮХ;"""0556710""";2018-01-09;161,6;0,0;32,320;193,920
112;790796631;;"Частное предприятие ""Ковальчук Транс""";741;Продавец;Шимчишин Александр Викторович;112;100588821;;"НП ООО ""Эртекс""";105;Покупатель;" ";790796631-2018-0000000008;;Исходный;Выставлен;10-01-2018;09-01-2018;;;"""""";;;"""""";;"""""";"""""";;;"""б/н""";19.12.2017;CMR-накладная;;;;"""188544""";2017-12-19;500,0;0,0;0,000;500,000
112;191006598;;"ООО ""Внешевросервис""";111;Посредник;Овсянникова Татьяна Эдуардовна;112;100588821;;"Научно-производственное общество с ограниченной ответственностью ""Эртекс"" (НП ООО ""Эртекс"")";105;Потребитель;" ";191006598-2018-0000004636;;Исходный;Выставлен. Подписан получателем;24-01-2018;09-01-2018;05-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""ТА-0600/0000328-13-1240""";18.07.2013;Акт выполненных работ;Акт выполненных работ;;;"""00000001237""";2018-01-09;33,36;0,0;6,670;40,030
112;191006598;;"ООО ""Внешевросервис""";111;Посредник;Овсянникова Татьяна Эдуардовна;112;100588821;;"Научно-производственное общество с ограниченной ответственностью ""Эртекс"" (НП ООО ""Эртекс"")";105;Потребитель;" ";191006598-2018-0000004709;;Исходный;Выставлен. Подписан получателем;24-01-2018;08-01-2018;05-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""ТА-0600/0000328-13-1240""";18.07.2013;Акт выполненных работ;Акт выполненных работ;;;"""00000000859""";2018-01-08;40,0;0,0;8,000;48,000
156;;"     ";HANGZHOU HONGQIAO ELECTRONIC TEXNOLOGY CO.LTD;;Иностранная организация;Жихар Александр Иванович;112;100588821;"     ";"НП ООО ""Эртекс"", РБ";105;Покупатель;" ";100588821-2018-0000000077;;Исходный;Выставлен. Подписан получателем;05-02-2018;08-01-2018;05-02-2018;;"""""";;;"""""";;"""06611/82000408""";"""""";;;"""17/09-I""";01.09.2017;Invoice (счет);;;;"""HQ17-237""";2017-11-08;4013,54;0,0;802,710;0,000
112;191052522;;"Общество с ограниченной ответственностью ""Миура""";105;Продавец;Теслюк Татьяна Владимировна;112;100588821;;"Научно-производственное ООО ""ЭРТЕКС""";105;Покупатель;" ";191052522-2018-0000000033;;Исходный;Выставлен. Подписан получателем;10-02-2018;08-01-2018;12-02-2018;;"""""";;;"""""";;"""""";"""""";;;"""Договор в„–180108-01""";08.01.2018;Акт выполненных работ;;;;"""104661""";2018-01-08;116,0;0,0;23,200;139,200
